date,open,high,low,close,volume,ticker,ticker_id,hl_range,body_ratio,close_position,return_1d,obv_change,return_5d,rsi,atr_ratio,ema_ratio,bb_pctb,volume_ratio,vol_trend,macd_hist,label
2010-04-19,2.81,2.86,2.81,2.81,716900,VND,94,0.017793594306049758,0.0,0.0,0.0,-0.01377067330980555,-0.01748251748251739,82.31953601658273,0.05855534444755827,0.03147627911585582,0.698739093829923,0.8934001296047056,0.40198855334755196,-0.005656079714767448,1
2010-04-20,2.81,2.88,2.81,2.83,701600,VND,94,0.02473498233215542,0.28571428571428664,0.28571428571428664,0.007117437722419906,0.6646358609054269,0.017985611510791477,82.31953601658273,0.055755344085545264,0.02882728206008034,0.7062792732112021,0.8768684697295406,0.28249228593281117,-0.007015647801327615,1
2010-04-21,2.83,3.04,2.81,3.04,974500,VND,94,0.0756578947368421,0.9130434782608695,1.0,0.0689084432008746,0.7954542334062346,0.10545454545454547,82.31953601658273,0.053600542972443856,0.048653523731770454,1.0343988682695078,1.194328014314778,1.0566776840900445,0.012285120705683744,0
2010-04-22,3.04,3.1,2.98,3.02,720600,VND,94,0.03973509933774838,0.16666666666666666,0.3333333333333333,-0.006578947368421018,0.6490749165908402,0.07857142857142874,82.31953601658273,0.05293976959013674,0.04955932444331701,0.933816811594827,0.9299984512931702,1.101311374703724,0.011914043498796378,1
2010-04-26,3.04,3.07,2.99,3.04,933900,VND,94,0.026315789473684088,0.0,0.6250000000000007,0.0066225165562914245,0.6628543362335111,0.08185053380782925,82.31953601658273,0.05071464647811956,0.04733430623057666,0.8845891239086003,1.2053588714361312,1.1615419065788022,0.008260500981130181,0
2010-04-27,3.04,3.04,2.95,2.97,830900,VND,94,0.030303030303030252,0.7777777777777772,0.22222222222222276,-0.023026315789473673,0.3713513892786977,0.05693950177935947,82.02634895287134,0.050366590399598,0.03441287885085664,0.6906385542069083,1.0639741849565907,1.5046097826882376,-0.005143268256885575,1
2010-04-28,2.98,2.99,2.93,2.99,601500,VND,94,0.02006688963210704,0.16666666666667038,1.0,0.006734006734006703,0.26981981981981984,0.05653710247349819,82.31953601658273,0.04788949009384804,0.028142835868831595,0.6918308250009888,0.7858122672937488,0.5416542217829787,-0.010325320423149625,0
2010-04-29,3.01,3.02,2.97,2.99,481500,VND,94,0.016722408026755793,0.3999999999999929,0.4000000000000018,0.0,-0.0035568319893957805,-0.016447368421052544,82.31953601658273,0.04566326994619859,0.022989515474280298,0.6524591802840746,0.6500607533414338,0.5548058271478837,-0.013334731714783332,1
2010-05-04,3.04,3.1,3.02,3.06,753500,VND,94,0.026143790849673224,0.25,0.5,0.02341137123745818,0.3830894138048819,0.013245033112582849,82.31953601658273,0.04399933013092295,0.026247179075081117,0.7740031810494731,1.03825061316725,0.749499780547227,-0.007636432405837668,1
2010-05-05,3.04,3.1,3.02,3.08,595800,VND,94,0.025974025974025997,0.5,0.75,0.006535947712418277,0.23627579222752015,0.013157894736842035,82.31953601658273,0.042446506322080586,0.027210104627419796,0.7766959869309584,0.8149698387295334,0.3901694632737359,-0.004761539565957568,1
2010-05-06,3.12,3.28,3.12,3.15,605700,VND,94,0.050793650793650696,0.18749999999999914,0.18749999999999914,0.022727272727272707,0.6540203126199187,0.06060606060606055,82.31953601658273,0.043073880116465006,0.03235946651185673,0.918214180504661,0.8413084241961247,0.45706823820673687,0.0016816106707691902,0
2010-05-07,3.15,3.15,2.95,3.02,783500,VND,94,0.06622516556291382,0.6500000000000004,0.34999999999999964,-0.041269841269841234,0.25973306136927987,0.010033444816053505,73.05450697751793,0.04644927603522331,0.01785764242886323,0.4194177035974645,1.076029335017991,0.9902775069164219,-0.01205024726980522,0
2010-05-10,3.02,3.02,2.83,2.85,943900,VND,94,0.06666666666666665,0.894736842105263,0.10526315789473696,-0.056291390728476776,0.05046115643845335,-0.04682274247491647,60.51875973437391,0.050466129752954066,-0.007747939045441021,-0.0598607637678076,1.301787388977768,1.4287269141274144,-0.03428002944242394,1
2010-05-11,2.93,2.98,2.87,2.88,1001900,VND,94,0.038194444444444406,0.4545454545454575,0.09090909090908908,0.010526315789473717,0.09042724975778416,-0.05882352941176472,61.76561025873128,0.04959747290046995,-0.014470551153611622,0.13863519995317664,1.3301735239840151,1.4338785629550934,-0.034439098000789606,0
2010-05-12,2.87,2.87,2.72,2.74,693900,VND,94,0.054744525547445216,0.8666666666666665,0.13333333333333353,-0.04861111111111105,-0.13886376435653702,-0.11038961038961037,53.30531393023315,0.052578972507653664,-0.03135732516261214,-0.008525179705915813,0.9515777348089027,1.0119924602510075,-0.04301790202659315,1
2010-05-13,2.76,2.86,2.75,2.77,597400,VND,94,0.039711191335740026,0.0909090909090931,0.18181818181818218,0.010948905109488871,-0.127138305441272,-0.12063492063492065,54.73608086425544,0.051388937615333245,-0.03236816514239593,0.1474610063296952,0.8463434675431388,1.2136884788079092,-0.03497122520678374,0
2010-05-14,2.79,2.8,2.75,2.77,388200,VND,94,0.018050541516245425,0.4000000000000018,0.4000000000000018,0.0,-0.006775902427005051,-0.08278145695364236,54.73608086425544,0.04900762360825554,-0.029949494990653913,0.21227237025052317,0.567104436620747,0.9473780119607705,-0.02474704433364882,0
2010-05-17,2.8,2.8,2.71,2.71,349200,VND,94,0.03321033210332098,1.0,0.0,-0.02166064981949456,0.11739130434782609,-0.0491228070175439,51.103998574123075,0.0488867824494803,-0.0331215370260608,0.18404609074168882,0.5201847162222554,0.8726137234233392,-0.021253926107004162,1
2010-05-18,2.76,2.77,2.71,2.77,603100,VND,94,0.021660649819494605,0.16666666666667038,1.0,0.022140221402213944,0.027422080524050943,-0.03819444444444442,54.36509622495119,0.04595877632014416,-0.024676334426313007,0.32384112269009624,0.9189955200682657,0.6232674565010329,-0.008328279086075398,1
2010-05-19,2.76,2.85,2.74,2.81,701200,VND,94,0.039145907473309566,0.4545454545454575,0.6363636363636356,0.014440433212996373,0.3076694411414982,0.025547445255474477,56.45039415147524,0.04486465519289251,-0.014433369930959894,0.4295124282986185,1.0515896820635873,0.6305518321700102,0.003694744716355461,1
2010-05-20,2.81,2.94,2.67,2.9,1066500,VND,94,0.09310344827586207,0.33333333333333276,0.8518518518518517,0.03202846975088969,0.35822376581493426,0.04693140794223827,60.7916622276951,0.047017385571339006,0.001211576745365539,0.7222808668864288,1.4960442150151498,0.7377276909952107,0.01805795662439422,0
2010-05-21,2.81,2.81,2.7,2.72,871000,VND,94,0.04044117647058819,0.8181818181818178,0.18181818181818218,-0.06206896551724128,0.20388418329375907,-0.01805054151624541,50.04634135472894,0.051800300316162826,-0.012799492646575872,0.21235875255474235,1.2069897315798954,1.2413156586742733,0.0028780355253660538,1
2010-05-24,2.84,2.84,2.73,2.77,528000,VND,94,0.039711191335740026,0.6363636363636356,0.36363636363636437,0.018382352941176405,0.38302293075441046,0.022140221402213944,52.55503529508762,0.0503264213300546,-0.01176003858614072,0.44137279410988195,0.7764249161814011,1.3504265805203033,0.003042656260442738,0
2010-05-25,2.81,2.81,2.7,2.71,813400,VND,94,0.040590405904059,0.909090909090911,0.09090909090908908,-0.02166064981949456,0.10365760602309532,-0.02166064981949456,49.35207381846032,0.05066564133092425,-0.017156586524528894,0.23542975472554178,1.2302061434685945,1.3409879837934875,-0.002417062403061953,1
2010-05-28,3.33,3.33,3.27,3.33,3003200,VND,94,0.018018018018018035,0.0,1.0,0.06730769230769229,0.5975419487783338,0.17620023735030774,70.75309772611425,0.045385032476093067,0.06751269264206838,1.086549600387166,3.2370789544597143,1.0339819386164075,0.06539278518976635,0
2010-05-31,3.33,3.39,3.27,3.29,1319900,VND,94,0.036474164133738635,0.3333333333333333,0.16666666666666666,-0.012012012012012074,0.3020759355367386,0.17620023735030774,68.58861029861552,0.04526092175184692,0.06859239602882328,0.9042782514419645,1.287933490759353,0.9460711924368274,0.05536561012117394,1
2010-06-01,3.22,3.34,3.12,3.3,2359700,VND,94,0.0666666666666666,0.36363636363636237,0.8181818181818178,0.003039513677811412,0.7954542334062346,0.17620023735030774,68.84521174762034,0.046662545959447896,0.06332463292501656,0.8296059183175684,1.9656304145008663,0.9489722507908696,0.03958657224608822,0
2010-06-02,3.23,3.27,3.19,3.26,2267800,VND,94,0.024539877300613522,0.3749999999999972,0.8749999999999972,-0.012121212121212088,0.27134045672473683,0.11643835616438358,66.50491790490813,0.04627132387511645,0.05115046177643934,0.7353524014412363,1.6710140442400931,0.8305246371555984,0.01889401431141352,0
2010-06-03,3.27,3.35,3.23,3.25,1858000,VND,94,0.036923076923076954,0.16666666666666666,0.16666666666666666,-0.0030674846625766694,-0.010547098910897395,0.04166666666666674,65.90177743488348,0.04573579573247111,0.040436532879026155,0.6860909606471679,1.2936106218103587,0.1623216911863807,0.003034626578666516,0
2010-06-04,3.27,3.27,3.19,3.22,989800,VND,94,0.02484472049689443,0.6249999999999972,0.3750000000000028,-0.009230769230769154,-0.37552171149009095,-0.033033033033032955,64.02580818347408,0.04463924954962077,0.02935109339649289,0.6172381839446155,0.6834832927073479,0.1754114217062227,-0.010105031446664331,0
2010-06-07,3.12,3.12,3.01,3.04,991900,VND,94,0.036184210526315895,0.7272727272727258,0.2727272727272742,-0.05590062111801242,-0.39310663114393,-0.07598784194528874,54.07881756158147,0.04883926189255466,0.004050698284896681,0.3630896121418815,0.6636735895514398,0.538106097586167,-0.03468131740288774,1
2010-06-08,3.01,3.11,3.0,3.08,1257300,VND,94,0.03571428571428567,0.6363636363636397,0.7272727272727287,0.013157894736842035,-0.4078025812418548,-0.06666666666666654,55.724961314624444,0.04731279290338033,-0.002677155088286143,0.3020384010973025,0.8169856070697553,0.6811737468241663,-0.03577686131404185,0
2010-06-09,3.12,3.15,3.05,3.08,709100,VND,94,0.03246753246753249,0.4,0.3000000000000022,0.0,-0.2682817872985861,-0.05521472392638027,55.724961314624444,0.046252417157962626,-0.005201989250931405,0.21067952044754373,0.4716046262611483,0.8042755956740042,-0.031441336835675675,0
2010-06-10,3.08,3.12,3.03,3.06,361000,VND,94,0.02941176470588245,0.22222222222222168,0.333333333333335,-0.006493506493506551,-0.13973248194446233,-0.058461538461538454,54.590189170833604,0.04533022369292306,-0.007828437711107528,0.1941922214541828,0.23879293807920518,0.9975871727651835,-0.027347972250186703,1
2010-06-11,3.11,3.14,3.05,3.07,776100,VND,94,0.029315960912052217,0.44444444444444337,0.22222222222222168,0.0032679738562091387,0.10039982885554523,-0.04658385093167716,55.082712829576145,0.04404923914621871,-0.0071723155571215,0.2662677801300688,0.6020666221898128,0.4402395780790513,-0.020545473712854905,0
2010-06-14,3.13,3.14,3.04,3.07,1166700,VND,94,0.03257328990228016,0.6,0.29999999999999777,0.0,0.2890425164189423,0.009868421052631415,55.082712829576145,0.043229528485937384,-0.006255431592493754,0.3095338184874642,0.9159640114937114,0.21881780980593032,-0.014658406514080263,0
2010-06-15,3.08,3.11,3.01,3.05,803500,VND,94,0.03278688524590167,0.3000000000000022,0.4,-0.006514657980456029,-0.055144605511620974,-0.009740259740259827,53.73094761414189,0.04274684969259394,-0.0073837297888804665,0.2961695164727577,0.7186169641898902,0.26560636534460974,-0.011958137213655925,1
2010-06-16,3.07,3.12,3.03,3.08,1002100,VND,94,0.029220779220779317,0.1111111111111133,0.5555555555555567,0.009836065573770592,0.08713245211761532,0.0,55.49523137012765,0.041394076769743736,-0.004073264080461936,0.4275286205434464,1.010639907215975,0.3564260811568766,-0.0056428534346591765,1
2010-06-17,3.07,3.14,3.05,3.11,2036000,VND,94,0.028938906752411675,0.44444444444444337,0.6666666666666651,0.009740259740259605,0.45054846385226643,0.016339869281045694,57.25069397636168,0.040133643405157085,0.0007469229164307478,0.6244609720467434,2.0171397433992175,0.40548081601353053,0.0008889539432966678,1
