date,open,high,low,close,volume,ticker,ticker_id,hl_range,body_ratio,close_position,return_1d,obv_change,return_5d,rsi,atr_ratio,ema_ratio,bb_pctb,volume_ratio,vol_trend,macd_hist,label
2017-11-24,40.83,41.31,40.04,40.12,2384820,VRE,98,0.03165503489531414,0.5590551181102356,0.06299212598425047,-0.02692214406985205,0.7954542334062346,0.13461538461538458,74.74920744380317,0.029616564806441162,0.055250198459548816,0.7242726455114886,0.3858413213368882,0.9454565457381592,0.08751861009686057,1
2017-11-27,40.12,41.23,38.85,40.52,3451040,VRE,98,0.05873642645607096,0.168067226890759,0.7016806722689096,0.009970089730807707,0.7954542334062346,0.07139079851930208,75.78667711579722,0.03142507322741406,0.046564675506470365,0.7202224890788427,0.5298941437011425,0.4870109693617455,-0.04594884491301632,0
2017-11-28,41.15,41.15,39.25,39.49,2811900,VRE,98,0.04811344644213721,0.8736842105263146,0.12631578947368535,-0.02541954590325768,0.3142998557824653,-0.023491592482690282,68.03501558626931,0.0333781998575998,0.030412533587584223,0.5915134348618005,0.535865380950566,0.5138928944821906,-0.2470872990327868,0
2017-11-29,39.25,39.8,38.73,39.17,1595900,VRE,98,0.027316824100076596,0.0747663551401853,0.41121495327103247,-0.008103317295517831,-0.031067956456851474,-0.042532388169151725,65.78379377242524,0.03319845082040923,0.018457824286444158,0.5203847543982345,0.33584008633062035,0.5078061411525318,-0.3575222252900796,0
2017-11-30,38.85,38.85,37.94,38.85,3235960,VRE,98,0.023423423423423517,0.0,1.0,-0.008169517487873423,-0.18627970190897655,-0.05772495755517815,63.52028128041224,0.03334249520548003,0.00929094923629159,0.41868342477393394,0.7153884025617234,0.4263043555370887,-0.4065567974815306,1
2017-12-01,39.01,39.56,38.45,39.25,1312140,VRE,98,0.02828025477707005,0.21621621621621812,0.7207207207207186,0.01029601029601035,-0.08748861054754413,-0.021684945164506364,65.13518289081767,0.03266538162607405,0.007957898358075921,0.36697886655271816,0.36648505433985684,0.4303800786737489,-0.34291275136014276,0
2017-12-04,39.56,39.64,38.73,39.25,1584010,VRE,98,0.02318471337579627,0.3406593406593418,0.5714285714285725,0.0,-0.17405922107397576,-0.031342546890424594,65.13518289081767,0.03198819103676849,0.0066859456390473415,0.28557063909741254,0.4630158216535114,0.3244203808098115,-0.28398568619153075,0
2017-12-05,39.64,39.64,37.98,38.06,1980030,VRE,98,0.04361534419337897,0.9518072289156595,0.048192771084340495,-0.03031847133757959,-0.16385693864381065,-0.03621169916434541,56.504693087795225,0.03374741850557601,-0.0041691076502039515,0.06677971278516595,0.7039353299433554,1.040862711500323,-0.35254805718574,0
2017-12-06,38.06,38.45,37.03,37.34,1834150,VRE,98,0.03802892340653459,0.5070422535211253,0.21830985915493092,-0.018917498686284784,-0.17948952154061942,-0.04671942813377583,52.01402946927774,0.034657486663457235,-0.014243438414737186,0.03689854333155074,0.8149427120799378,1.1592541319959544,-0.39971485786278815,0
2017-12-07,37.82,37.98,36.47,36.47,1067350,VRE,98,0.04140389361118722,0.8940397350993399,0.0,-0.023299410819496602,-0.12422839935849603,-0.0612612612612613,47.13899426479435,0.0359070805283705,-0.024479454524637956,-0.006879924013160669,0.5021098634351493,0.855694581680796,-0.43712570439834403,1
